"dataID" "beetles" "precipitation" "altitude" "temperature" "minTemp" "region" "plot" "year" "technician" "spatialCoordinate"
"247" 247 0 0.333364723483101 0.244897959183673 10.8777110340758 -15.3346890370982 3 13 7 4 7.3469387755102
"248" 248 0 0.516684105619788 0.244897959183673 9.64929901079598 -7.54617601570854 3 13 8 1 7.3469387755102
"249" 249 0 0.148189591243863 0.244897959183673 12.903580701373 -2.44691240897808 3 13 9 3 7.3469387755102
"250" 250 0 0.356819598935544 0.244897959183673 8.19423272709685 -15.2003334627096 3 13 10 3 7.3469387755102
"251" 251 0 0.704566315049306 0.244897959183673 11.0139875604524 -11.480062995827 3 13 11 5 7.3469387755102
"252" 252 0 0.0804056408815086 0.244897959183673 12.8159982335507 -10.3628368454714 3 13 12 1 7.3469387755102
"253" 253 0 0.251560875913128 0.244897959183673 9.34283828285846 -14.846237419844 3 13 13 5 7.3469387755102
"254" 254 0 0.0514353215694427 0.244897959183673 9.06906756867978 -5.45778327863944 3 13 14 2 7.3469387755102
"255" 255 0 0.738525302615017 0.244897959183673 7.95943084049362 -10.4359899863274 3 13 15 2 7.3469387755102
"256" 256 1 0.0137585073243827 0.244897959183673 12.4306756974417 -9.55946393931407 3 13 16 4 7.3469387755102
"257" 257 0 0.0423548372928053 0.244897959183673 12.8126756441067 -12.3195171709818 3 13 17 5 7.3469387755102
"258" 258 1 0.281820128671825 0.244897959183673 11.7463692174512 -10.3471220982745 3 13 18 1 7.3469387755102
"259" 259 0 0.0407166101504117 0.244897959183673 8.85357779979098 -9.68467083987794 3 13 19 5 7.3469387755102
"260" 260 0 0.632280522491783 0.244897959183673 12.3154015852357 -10.9076307769894 3 13 20 4 7.3469387755102
"261" 261 1 0.754841333255172 0.26530612244898 9.75048482160046 -8.75956084657509 3 14 1 5 7.95918367346939
"262" 262 4 0.0509465073700994 0.26530612244898 12.9851156580072 -4.28913003814667 3 14 2 5 7.95918367346939
"263" 263 0 0.629663853673264 0.26530612244898 11.6901245259024 -9.86873881118193 3 14 3 4 7.95918367346939
"264" 264 0 0.357108945958316 0.26530612244898 8.41958100090697 -5.56300545759942 3 14 4 1 7.95918367346939
"265" 265 0 0.808141406625509 0.26530612244898 8.39821588641926 -8.8797601993629 3 14 5 1 7.95918367346939
"266" 266 0 0.671664241468534 0.26530612244898 12.7076886286769 -11.4903250757864 3 14 6 2 7.95918367346939
"267" 267 0 0.0218871515244246 0.26530612244898 12.8792855373859 -4.86331368516825 3 14 7 2 7.95918367346939
"268" 268 0 0.689538966864347 0.26530612244898 7.83144827161878 -11.3293418924818 3 14 8 3 7.95918367346939
"269" 269 0 0.887354608625174 0.26530612244898 10.4453402885511 -10.194404102525 3 14 9 3 7.95918367346939
"270" 270 0 0.537209264701232 0.26530612244898 12.0817255556859 -6.16185934002486 3 14 10 1 7.95918367346939
"271" 271 0 0.885026358533651 0.26530612244898 8.71988956302366 -12.1418429247766 3 14 11 3 7.95918367346939
"272" 272 0 0.914174510864541 0.26530612244898 8.76709613993726 -10.8325899116208 3 14 12 4 7.95918367346939
"273" 273 2 0.848979947157204 0.26530612244898 12.4613621670097 -7.65206019458215 3 14 13 5 7.95918367346939
"274" 274 0 0.293509235838428 0.26530612244898 10.8550019166242 -10.0157301837346 3 14 14 2 7.95918367346939
"275" 275 0 0.784186411648989 0.26530612244898 8.66279349707029 -5.49599201646361 3 14 15 4 7.95918367346939
"276" 276 0 0.493701990693808 0.26530612244898 11.6462689486608 -6.33323836598637 3 14 16 1 7.95918367346939
"277" 277 0 0.982573993271217 0.26530612244898 9.87284338495656 -9.52064650590036 3 14 17 1 7.95918367346939
"278" 278 0 0.243201080709696 0.26530612244898 9.47428334642164 -8.65116023690828 3 14 18 4 7.95918367346939
"279" 279 0 0.0729995195288211 0.26530612244898 12.3595807642952 -6.19509161683968 3 14 19 2 7.95918367346939
"280" 280 0 0.231656596530229 0.26530612244898 11.5966293886114 -8.99854537969652 3 14 20 1 7.95918367346939
"281" 281 1 0.279911691555753 0.285714285714286 9.61558817423481 -8.16674398670214 3 15 1 4 8.57142857142857
"282" 282 0 0.970960318809375 0.285714285714286 7.75391044587429 -11.9129105122812 3 15 2 5 8.57142857142857
"283" 283 0 0.658995781559497 0.285714285714286 7.75115297551799 -5.01687225370778 3 15 3 1 8.57142857142857
"284" 284 0 0.670112134423107 0.285714285714286 7.98071157283682 -13.8671431957938 3 15 4 2 8.57142857142857
"285" 285 0 0.209838527487591 0.285714285714286 8.39778847832765 -8.97800222420399 3 15 5 2 8.57142857142857
"286" 286 1 0.990622452227399 0.285714285714286 8.07585995321694 -10.3220109617534 3 15 6 5 8.57142857142857
"287" 287 0 0.53408810053952 0.285714285714286 8.72557427178669 -14.4312124601817 3 15 7 1 8.57142857142857
"288" 288 0 0.574372727656737 0.285714285714286 10.3789590520651 -11.2413663924902 3 15 8 1 8.57142857142857
"289" 289 0 0.772239736514166 0.285714285714286 9.08787251756127 -13.2339069444234 3 15 9 2 8.57142857142857
"290" 290 3 0.357089430792257 0.285714285714286 9.82538354795958 -8.18489104156341 3 15 10 4 8.57142857142857
"291" 291 1 0.256661231862381 0.285714285714286 11.9298059875478 -6.50067402827779 3 15 11 2 8.57142857142857
"292" 292 0 0.316445876378566 0.285714285714286 11.3711502405682 0.707936251782305 3 15 12 2 8.57142857142857
"293" 293 0 0.744443612871692 0.285714285714286 8.12714630857642 -6.16195569314713 3 15 13 3 8.57142857142857
"294" 294 0 0.499665975570679 0.285714285714286 11.9656619469502 -7.62212212270198 3 15 14 1 8.57142857142857
"295" 295 0 0.708809185307473 0.285714285714286 10.8024034698361 -11.8617217321773 3 15 15 2 8.57142857142857
"296" 296 0 0.414896452100947 0.285714285714286 12.5030272822228 -10.466639675982 3 15 16 3 8.57142857142857
"297" 297 0 0.209911216050386 0.285714285714286 8.93870060987371 -5.40367004669901 3 15 17 2 8.57142857142857
"298" 298 0 0.0808626485522836 0.285714285714286 10.8212913654612 -12.7226098836476 3 15 18 1 8.57142857142857
"299" 299 1 0.159290118375793 0.285714285714286 9.48913794759262 -11.6074180698772 3 15 19 4 8.57142857142857
"300" 300 1 0.504089607624337 0.285714285714286 11.9554356036575 -8.93770154334328 3 15 20 4 8.57142857142857
"301" 301 1 0.835440672235563 0.306122448979592 11.855482890589 -12.9515239687368 4 16 1 5 9.18367346938776
"302" 302 0 0.487449982902035 0.306122448979592 8.29230042252861 -10.416406866878 4 16 2 1 9.18367346938776
"303" 303 26 0.432731891516596 0.306122448979592 12.5236713656614 -4.48910014893033 4 16 3 1 9.18367346938776
"304" 304 1 0.880691584665328 0.306122448979592 9.63306769131854 -9.8161727753676 4 16 4 1 9.18367346938776
"305" 305 0 0.764911714009941 0.306122448979592 10.7275223725865 -13.457481810197 4 16 5 2 9.18367346938776
"306" 306 256 0.0548609865363687 0.306122448979592 12.7942893946002 -3.49820995919102 4 16 6 4 9.18367346938776
"307" 307 0 0.199217760702595 0.306122448979592 8.69968176152728 -14.0066855542599 4 16 7 1 9.18367346938776
"308" 308 8 0.686824688687921 0.306122448979592 8.64160818102941 -12.5077922424378 4 16 8 5 9.18367346938776
"309" 309 42 0.89925071503967 0.306122448979592 11.930167001292 -4.60212978230257 4 16 9 4 9.18367346938776
"310" 310 74 0.045738689834252 0.306122448979592 12.9508795755374 -5.44999942075188 4 16 10 1 9.18367346938776
"311" 311 77 0.0896180924028158 0.306122448979592 10.8195189019589 -12.707007013243 4 16 11 5 9.18367346938776
"312" 312 34 0.440876809414476 0.306122448979592 8.91349636608906 -6.52493531743537 4 16 12 4 9.18367346938776
"313" 313 0 0.777965647634119 0.306122448979592 9.18220970415681 -12.3927364293071 4 16 13 1 9.18367346938776
"314" 314 4 0.140085093677044 0.306122448979592 11.4807079516741 -10.3135288210881 4 16 14 2 9.18367346938776
"315" 315 0 0.678748692618683 0.306122448979592 8.15998594774104 -11.424331780112 4 16 15 1 9.18367346938776
"316" 316 587 0.0475980096962303 0.306122448979592 12.6419490106328 -6.36341948476544 4 16 16 5 9.18367346938776
"317" 317 4 0.605647755786777 0.306122448979592 8.25130154596813 -13.1268659491715 4 16 17 4 9.18367346938776
"318" 318 4 0.45014444203116 0.306122448979592 9.48255262485876 -5.97457255882992 4 16 18 2 9.18367346938776
"319" 319 2 0.747780841076747 0.306122448979592 8.23283676555551 -9.72297025215021 4 16 19 1 9.18367346938776
"320" 320 0 0.177149523049593 0.306122448979592 9.28367203459315 -12.5258535083111 4 16 20 3 9.18367346938776
"321" 321 0 0.65485711558722 0.326530612244898 8.32620156942677 -11.4622061854737 4 17 1 4 9.79591836734694
"322" 322 28 0.164108450291678 0.326530612244898 11.9006817295663 -6.21941552514932 4 17 2 1 9.79591836734694
"323" 323 155 0.26171372202225 0.326530612244898 12.6575813578888 -5.48701091222318 4 17 3 4 9.79591836734694
"324" 324 0 0.0950373853556812 0.326530612244898 10.216788070647 -8.09748440960937 4 17 4 3 9.79591836734694
"325" 325 27 0.394460162613541 0.326530612244898 12.4335698277205 -6.51831203134504 4 17 5 4 9.79591836734694
"326" 326 19 0.21321823168546 0.326530612244898 11.3356021928116 -6.61059569975387 4 17 6 2 9.79591836734694
"327" 327 0 0.640531400451437 0.326530612244898 8.24180755032968 -12.3313212309673 4 17 7 4 9.79591836734694
"328" 328 185 0.257619656389579 0.326530612244898 10.3183227152545 -7.73973002884639 4 17 8 5 9.79591836734694
"329" 329 51 0.0946140429005027 0.326530612244898 12.3280610215366 -10.9400260927615 4 17 9 4 9.79591836734694
"330" 330 0 0.0703983413986862 0.326530612244898 8.41865716422718 -12.9393476875135 4 17 10 3 9.79591836734694
"331" 331 5 0.188356303144246 0.326530612244898 9.23298891600963 -8.66417531641212 4 17 11 2 9.79591836734694
"332" 332 3 0.87313848733902 0.326530612244898 12.1357702446617 -7.66564747536749 4 17 12 2 9.79591836734694
"333" 333 25 0.98110359441489 0.326530612244898 10.8117126600332 -5.7127257682263 4 17 13 4 9.79591836734694
"334" 334 0 0.390919700963423 0.326530612244898 8.91109939073022 -11.0481353206995 4 17 14 3 9.79591836734694
"335" 335 1 0.0178985111415386 0.326530612244898 9.3895300607178 -13.5840597358059 4 17 15 1 9.79591836734694
"336" 336 10 0.0445446039084345 0.326530612244898 10.1202872601784 -7.41145566096943 4 17 16 2 9.79591836734694
"337" 337 0 0.107764253392816 0.326530612244898 8.17235944713276 -16.3668919995157 4 17 17 2 9.79591836734694
"338" 338 23 0.570300949504599 0.326530612244898 10.3955955439228 -9.32547010939847 4 17 18 4 9.79591836734694
"339" 339 0 0.839018759317696 0.326530612244898 11.6732579210288 -7.99979807337293 4 17 19 3 9.79591836734694
"340" 340 0 0.815029826015234 0.326530612244898 8.16911372882124 -15.5595672602258 4 17 20 5 9.79591836734694
"341" 341 1 0.861848484026268 0.346938775510204 7.37085707481399 -11.7309924034422 4 18 1 5 10.4081632653061
"342" 342 0 0.853166818618774 0.346938775510204 7.10455067428209 -12.6159290211936 4 18 2 2 10.4081632653061
"343" 343 0 0.799504384864122 0.346938775510204 10.3153663086277 -14.766851852336 4 18 3 4 10.4081632653061
"344" 344 0 0.0197318226564676 0.346938775510204 10.5693790025116 -10.525712641834 4 18 4 3 10.4081632653061
"345" 345 0 0.522671096259728 0.346938775510204 8.67079213210762 -7.71275098409365 4 18 5 2 10.4081632653061
"346" 346 0 0.363511834526435 0.346938775510204 10.6809476941862 -11.0024088035922 4 18 6 3 10.4081632653061
"347" 347 0 0.62698481651023 0.346938775510204 12.2396715138611 -8.81287999511475 4 18 7 2 10.4081632653061
"348" 348 0 0.915917906211689 0.346938775510204 10.1540500472338 -15.7854612291804 4 18 8 5 10.4081632653061
"349" 349 101 0.182820469839498 0.346938775510204 10.2056869233065 -5.71360802429924 4 18 9 4 10.4081632653061
"350" 350 1 0.448590318439528 0.346938775510204 8.47281918065071 -13.3195335930139 4 18 10 3 10.4081632653061
"351" 351 0 0.257141285808757 0.346938775510204 8.75734780212313 -11.7633748337825 4 18 11 3 10.4081632653061
"352" 352 1 0.594118564389646 0.346938775510204 7.76206746553451 -13.5149050880405 4 18 12 4 10.4081632653061
"353" 353 2 0.396485476987436 0.346938775510204 8.70352645307228 -1.80003197519459 4 18 13 2 10.4081632653061
"354" 354 0 0.873604407999665 0.346938775510204 8.03282158002638 -17.6933423162277 4 18 14 5 10.4081632653061
"355" 355 23 0.174981040414423 0.346938775510204 10.4201297733971 -8.46451748280418 4 18 15 4 10.4081632653061
"356" 356 4 0.809510399354622 0.346938775510204 9.2920769056809 -12.0404492061663 4 18 16 4 10.4081632653061
"357" 357 0 0.794222777010873 0.346938775510204 8.71901697125666 -18.9035916007048 4 18 17 1 10.4081632653061
"358" 358 1 0.604884260566905 0.346938775510204 7.51670892485798 -16.4285122704478 4 18 18 5 10.4081632653061
"359" 359 0 0.0521602521184832 0.346938775510204 8.07514210832685 -12.5800936710925 4 18 19 3 10.4081632653061
"360" 360 2 0.691322281723842 0.346938775510204 7.56521755173251 -12.0817997659717 4 18 20 5 10.4081632653061
"361" 361 0 0.151410281192511 0.36734693877551 7.91236483003963 -15.7031828826237 4 19 1 4 11.0204081632653
"362" 362 0 0.200573988491669 0.36734693877551 8.51955705416408 -10.5260254014289 4 19 2 2 11.0204081632653
"363" 363 64 0.103487114887685 0.36734693877551 10.6687050419955 -5.35976305203653 4 19 3 1 11.0204081632653
"364" 364 0 0.012661857996136 0.36734693877551 9.9966391499715 -9.26548677963507 4 19 4 3 11.0204081632653
"365" 365 1 0.652539103291929 0.36734693877551 9.94788621366974 -10.1132223430014 4 19 5 5 11.0204081632653
"366" 366 0 0.242039749631658 0.36734693877551 7.69712831849251 -20.4138689333965 4 19 6 2 11.0204081632653
"367" 367 9 0.12893533706665 0.36734693877551 9.04963759683092 -12.3116725467187 4 19 7 5 11.0204081632653
"368" 368 11 0.0583229728508741 0.36734693877551 11.9712474229841 -9.61152123318884 4 19 8 2 11.0204081632653
"369" 369 0 0.706828978611156 0.36734693877551 8.469662577389 -11.0951718787859 4 19 9 3 11.0204081632653
"370" 370 1 0.0305523870047182 0.36734693877551 8.45069014980477 -10.089306392811 4 19 10 2 11.0204081632653
"371" 371 14 0.880324190948159 0.36734693877551 10.2249985747134 -11.085669268797 4 19 11 4 11.0204081632653
"372" 372 1 0.0163111232686788 0.36734693877551 8.56721321913433 -3.86543090193735 4 19 12 3 11.0204081632653
"373" 373 8 0.51006367104128 0.36734693877551 8.87904938986544 -12.4526607528697 4 19 13 5 11.0204081632653
"374" 374 0 0.644336043624207 0.36734693877551 7.91562171537448 -11.097873046309 4 19 14 1 11.0204081632653
"375" 375 0 0.696770017966628 0.36734693877551 9.02498682961818 -13.1422107704227 4 19 15 4 11.0204081632653
"376" 376 0 0.65793322189711 0.36734693877551 10.0847236123031 -11.8757335770185 4 19 16 2 11.0204081632653
"377" 377 8 0.256520541151986 0.36734693877551 9.24278767547589 -8.47514780923066 4 19 17 2 11.0204081632653
"378" 378 7 0.997772415168583 0.36734693877551 9.09021696263012 -10.2021489580209 4 19 18 4 11.0204081632653
"379" 379 17 0.692743511404842 0.36734693877551 9.12072867714819 -10.5846658941977 4 19 19 4 11.0204081632653
"380" 380 1 0.050650333520025 0.36734693877551 8.5948212640455 -12.8411424269235 4 19 20 2 11.0204081632653
"381" 381 17 0.101665382971987 0.387755102040816 10.3597056277248 -5.78966754398396 4 20 1 2 11.6326530612245
"382" 382 0 0.480166190303862 0.387755102040816 7.48544137302444 -15.4337085938956 4 20 2 3 11.6326530612245
"383" 383 0 0.469402798917145 0.387755102040816 8.21208670904518 -12.7420944476177 4 20 3 1 11.6326530612245
"384" 384 0 0.26619590446353 0.387755102040816 11.509359275984 -14.5008184627121 4 20 4 4 11.6326530612245
"385" 385 0 0.0892610601149499 0.387755102040816 11.7804892007879 -11.944923274638 4 20 5 2 11.6326530612245
"386" 386 2 0.611460734857246 0.387755102040816 11.870264473433 -13.843756852715 4 20 6 1 11.6326530612245
"387" 387 0 0.394997322699055 0.387755102040816 8.90731106844389 -15.1687918267247 4 20 7 2 11.6326530612245
"388" 388 47 0.539619093062356 0.387755102040816 10.1000089769404 -10.0513186834907 4 20 8 4 11.6326530612245
"389" 389 57 0.861605958081782 0.387755102040816 9.59774327004918 -8.92070319188858 4 20 9 5 11.6326530612245
"390" 390 7 0.752407587366179 0.387755102040816 11.8716471272673 -7.0940148658065 4 20 10 2 11.6326530612245
"391" 391 0 0.758213603869081 0.387755102040816 9.50710880692706 -12.9489702273234 4 20 11 3 11.6326530612245
"392" 392 3 0.923896053107455 0.387755102040816 9.04459317663342 -8.60338805280339 4 20 12 1 11.6326530612245
"393" 393 60 0.328969847410917 0.387755102040816 8.46023933758617 -9.21304292212582 4 20 13 5 11.6326530612245
"394" 394 75 0.156375913182274 0.387755102040816 7.8971997646767 -7.77881795950958 4 20 14 5 11.6326530612245
"395" 395 9 0.215196318458766 0.387755102040816 9.11057714658447 -10.9111909954027 4 20 15 5 11.6326530612245
"396" 396 366 0.112823529634625 0.387755102040816 12.1772613975371 -4.44643879424292 4 20 16 4 11.6326530612245
"397" 397 70 0.195784424664453 0.387755102040816 11.3219360951952 -5.90845949078341 4 20 17 1 11.6326530612245
"398" 398 16 0.857661027694121 0.387755102040816 7.31756767077961 -8.6568294254039 4 20 18 5 11.6326530612245
"399" 399 21 0.22770716319792 0.387755102040816 11.130261164686 -7.37350421388951 4 20 19 2 11.6326530612245
"400" 400 0 0.767020934959874 0.387755102040816 6.94351309008554 -16.3469048723992 4 20 20 5 11.6326530612245
"401" 401 0 0.617142163217068 0.408163265306122 11.3952777736098 -5.15940745343303 5 21 1 2 12.2448979591837
"402" 402 0 0.569064127514139 0.408163265306122 7.49583512486187 -6.5629612260562 5 21 2 3 12.2448979591837
"403" 403 0 0.153970448765904 0.408163265306122 10.3555033932183 -10.2751878554203 5 21 3 3 12.2448979591837
"404" 404 0 0.0348332154098898 0.408163265306122 9.22297202131939 -14.1222125121061 5 21 4 2 12.2448979591837
"405" 405 0 0.997953456826508 0.408163265306122 8.43603814241705 -10.5722244944268 5 21 5 3 12.2448979591837
"406" 406 0 0.835573683492839 0.408163265306122 11.1666021031537 -13.2682490003714 5 21 6 3 12.2448979591837
"407" 407 0 0.586562026990578 0.408163265306122 11.6302304520481 -2.77071484963239 5 21 7 2 12.2448979591837
"408" 408 0 0.339116675779223 0.408163265306122 9.27227388194059 -14.5122601824244 5 21 8 5 12.2448979591837
"409" 409 0 0.166883438127115 0.408163265306122 10.0228058932093 -10.4093326342368 5 21 9 1 12.2448979591837
"410" 410 0 0.807410150999203 0.408163265306122 7.17424198786956 -13.020860578403 5 21 10 2 12.2448979591837
"411" 411 0 0.649450802244246 0.408163265306122 11.4460875788913 -9.01784961340824 5 21 11 3 12.2448979591837
"412" 412 0 0.705612240824848 0.408163265306122 10.724498950059 -6.09567965883042 5 21 12 2 12.2448979591837
"413" 413 0 0.451490668812767 0.408163265306122 9.96103389479448 -11.8431250554103 5 21 13 3 12.2448979591837
"414" 414 3 0.0722174125257879 0.408163265306122 11.9219934275583 -6.08412315779071 5 21 14 5 12.2448979591837
"415" 415 0 0.362963896244764 0.408163265306122 9.49670647398797 -10.5083582700366 5 21 15 5 12.2448979591837
"416" 416 0 0.647042569005862 0.408163265306122 9.11680235678558 -9.7508245764637 5 21 16 1 12.2448979591837
"417" 417 0 0.725568118039519 0.408163265306122 7.81302512890887 -12.825571876501 5 21 17 5 12.2448979591837
"418" 418 0 0.422466694144532 0.408163265306122 9.01342157262606 -2.8970609384399 5 21 18 2 12.2448979591837
"419" 419 0 0.591449058381841 0.408163265306122 9.9906553506129 -7.42356539200622 5 21 19 3 12.2448979591837
"420" 420 0 0.79789955704473 0.408163265306122 9.47325255756495 -3.32077901104345 5 21 20 2 12.2448979591837
"421" 421 0 0.847612231737003 0.428571428571429 6.64066780398467 -18.3341978345972 5 22 1 4 12.8571428571429
"422" 422 1 0.000663221348077059 0.428571428571429 12.4009906518539 -6.27920573610748 5 22 2 4 12.8571428571429
"423" 423 1 0.299983195029199 0.428571428571429 11.532414045584 -10.7008822788367 5 22 3 4 12.8571428571429
"424" 424 0 0.693886893102899 0.428571428571429 10.4771535491371 -9.5559875375496 5 22 4 3 12.8571428571429
"425" 425 0 0.963769144844264 0.428571428571429 10.5472808549447 -11.3836384698205 5 22 5 3 12.8571428571429
"426" 426 0 0.129764632554725 0.428571428571429 11.2189082134781 -6.71597908985762 5 22 6 1 12.8571428571429
"427" 427 0 0.0757581086363643 0.428571428571429 11.0257139808299 -10.303353193802 5 22 7 4 12.8571428571429
"428" 428 0 0.567546179983765 0.428571428571429 9.01047295185604 -9.26433579975733 5 22 8 2 12.8571428571429
"429" 429 0 0.555150931002572 0.428571428571429 9.86879046277941 -10.5769583736369 5 22 9 4 12.8571428571429
"430" 430 0 0.0616075398866087 0.428571428571429 7.54555164666713 -14.8606898322489 5 22 10 4 12.8571428571429
"431" 431 0 0.674172312486917 0.428571428571429 10.3031394904745 -9.59328458693816 5 22 11 2 12.8571428571429
"432" 432 0 0.914017389062792 0.428571428571429 8.42920712142118 -11.5737543075854 5 22 12 4 12.8571428571429
"433" 433 0 0.887773871887475 0.428571428571429 10.6864746882846 -6.6272053397154 5 22 13 1 12.8571428571429
"434" 434 0 0.324803044553846 0.428571428571429 10.1913411746999 -10.1171836863359 5 22 14 4 12.8571428571429
"435" 435 0 0.0926716539543122 0.428571428571429 8.5232169550644 -7.75686757200061 5 22 15 5 12.8571428571429
"436" 436 0 0.831115623936057 0.428571428571429 7.71975014305541 -14.7001211414565 5 22 16 2 12.8571428571429
"437" 437 0 0.127220701426268 0.428571428571429 12.1550251787329 -9.13958243981896 5 22 17 2 12.8571428571429
"438" 438 0 0.868694554548711 0.428571428571429 7.64653917278961 -15.2398360119321 5 22 18 2 12.8571428571429
"439" 439 0 0.95309647731483 0.428571428571429 11.0681745216051 -4.37848776157098 5 22 19 2 12.8571428571429
"440" 440 0 0.499143054010347 0.428571428571429 8.46508173824155 -10.7978104220472 5 22 20 4 12.8571428571429
"441" 441 0 0.654738797107711 0.448979591836735 9.3770797150067 -8.62194679662485 5 23 1 5 13.469387755102
"442" 442 0 0.19379276689142 0.448979591836735 8.90430953771313 -10.1285103613162 5 23 2 3 13.469387755102
"443" 443 0 0.762855836190283 0.448979591836735 9.77405959412893 -10.4828424133693 5 23 3 2 13.469387755102
"444" 444 0 0.547416549641639 0.448979591836735 11.2697748248323 -12.3712797004541 5 23 4 2 13.469387755102
"445" 445 0 0.21383206686005 0.448979591836735 11.7346513166415 -9.74426533475394 5 23 5 4 13.469387755102
"446" 446 0 0.691766936797649 0.448979591836735 10.6384017665262 -6.52846683942419 5 23 6 3 13.469387755102
"447" 447 0 0.972813409520313 0.448979591836735 6.86868550021639 -12.2767689450623 5 23 7 4 13.469387755102
"448" 448 0 0.556145091308281 0.448979591836735 9.53712368266163 -11.7129133544618 5 23 8 4 13.469387755102
"449" 449 0 0.52807826991193 0.448979591836735 7.98372012328794 -10.9340169589571 5 23 9 3 13.469387755102
"450" 450 1 0.216594006633386 0.448979591836735 11.5045919301777 -8.43593401017164 5 23 10 5 13.469387755102
"451" 451 0 0.680565256625414 0.448979591836735 10.6610765782974 -8.55929976496289 5 23 11 4 13.469387755102
"452" 452 0 0.746016833465546 0.448979591836735 9.49861631541019 -10.1374536957017 5 23 12 2 13.469387755102
"453" 453 0 0.464202378178015 0.448979591836735 9.15611282012863 -7.80638014163975 5 23 13 1 13.469387755102
"454" 454 0 0.13741806242615 0.448979591836735 11.4054005965448 -9.70887584928711 5 23 14 3 13.469387755102
"455" 455 0 0.814379612449557 0.448979591836735 10.9756108238219 -7.74592749923144 5 23 15 3 13.469387755102
"456" 456 0 0.832161259138957 0.448979591836735 7.12037941928459 -15.3897771811991 5 23 16 2 13.469387755102
"457" 457 0 0.354310080641881 0.448979591836735 6.96987726724212 -11.7381457641998 5 23 17 4 13.469387755102
"458" 458 0 0.978732836898416 0.448979591836735 6.97076855645021 -13.6336893674573 5 23 18 2 13.469387755102
"459" 459 0 0.98803502228111 0.448979591836735 7.23076784073812 -16.0366970925758 5 23 19 2 13.469387755102
"460" 460 0 0.634659001138061 0.448979591836735 11.5934126823998 -8.80657241212928 5 23 20 1 13.469387755102
"461" 461 0 0.942152378149331 0.469387755102041 10.0460766381964 -12.5481242322877 5 24 1 5 14.0816326530612
"462" 462 0 0.0140074624214321 0.469387755102041 11.5079568438612 -4.3686021691802 5 24 2 2 14.0816326530612
"463" 463 0 0.0253315900918096 0.469387755102041 12.0678701706145 -9.30343505080242 5 24 3 3 14.0816326530612
"464" 464 0 0.486318652983755 0.469387755102041 6.80215298807324 -13.6687346652701 5 24 4 3 14.0816326530612
"465" 465 0 0.267851981101558 0.469387755102041 11.2646522820376 -9.25107165935719 5 24 5 2 14.0816326530612
"466" 466 0 0.764079057145864 0.469387755102041 8.66699549000786 -13.6461466963757 5 24 6 2 14.0816326530612
"467" 467 0 0.488054365850985 0.469387755102041 9.93060801787378 -8.89419856652939 5 24 7 1 14.0816326530612
"468" 468 0 0.746897346107289 0.469387755102041 9.88313400912175 -9.99626280201454 5 24 8 5 14.0816326530612
"469" 469 0 0.0425657054875046 0.469387755102041 11.4727450705048 -8.00804590793436 5 24 9 3 14.0816326530612
"470" 470 0 0.44064282765612 0.469387755102041 8.79454875415267 -10.1674641031789 5 24 10 3 14.0816326530612
"471" 471 1 0.146065843757242 0.469387755102041 10.7303101311352 -9.38643036584654 5 24 11 4 14.0816326530612
"472" 472 0 0.441943295300007 0.469387755102041 10.1135802085426 -13.675367341337 5 24 12 1 14.0816326530612
"473" 473 0 0.284114230656996 0.469387755102041 8.69885595449323 -11.4246219826598 5 24 13 3 14.0816326530612
"474" 474 0 0.0736242434941232 0.469387755102041 8.33636952870602 -13.9124031772018 5 24 14 2 14.0816326530612
"475" 475 0 0.685350724495947 0.469387755102041 6.7066438200798 -15.6922979718332 5 24 15 5 14.0816326530612
"476" 476 0 0.7948184593115 0.469387755102041 10.9071638835974 -1.74317025581594 5 24 16 1 14.0816326530612
"477" 477 0 0.538209495367482 0.469387755102041 11.498971323055 -10.8419860448609 5 24 17 1 14.0816326530612
"478" 478 1 0.0245878272689879 0.469387755102041 10.234983261247 -7.45055931968052 5 24 18 4 14.0816326530612
"479" 479 0 0.278319913428277 0.469387755102041 8.75578636656591 -14.5010533933457 5 24 19 5 14.0816326530612
"480" 480 0 0.840946583775803 0.469387755102041 9.43042942000629 -10.8932877134192 5 24 20 4 14.0816326530612
"481" 481 0 0.467410813784227 0.489795918367347 9.50719221480837 -14.6362087068993 5 25 1 1 14.6938775510204
"482" 482 0 0.760211409535259 0.489795918367347 6.59966715061752 -11.7088049410839 5 25 2 1 14.6938775510204
"483" 483 0 0.998064076062292 0.489795918367347 10.8560788974603 -9.05512180736815 5 25 3 3 14.6938775510204
"484" 484 0 0.777830750448629 0.489795918367347 9.86664977352781 -8.6865320517305 5 25 4 3 14.6938775510204
"485" 485 0 0.879567079013214 0.489795918367347 10.3610664150649 -8.47452585745435 5 25 5 1 14.6938775510204
"486" 486 0 0.493525713915005 0.489795918367347 8.66074925344152 -11.879174585534 5 25 6 1 14.6938775510204
"487" 487 0 0.708717945264652 0.489795918367347 9.91407625293074 -7.26535558720727 5 25 7 1 14.6938775510204
"488" 488 0 0.487571594538167 0.489795918367347 8.20972675000964 -9.67356455819158 5 25 8 3 14.6938775510204
"489" 489 0 0.782040916383266 0.489795918367347 8.06920735244354 -15.4777971316579 5 25 9 4 14.6938775510204
"490" 490 0 0.911811374593526 0.489795918367347 7.11003007585829 -12.8306667905896 5 25 10 3 14.6938775510204
